age,c_charge_degree,race,sex,priors_count,days_b_screening_arrest,two_year_recid
27,F,African-American,Male,10,0.0,1
40,F,Caucasian,Male,1,-1.0,0
60,F,Caucasian,Female,9,0.0,1
53,F,Caucasian,Male,1,-6.0,0
26,F,African-American,Male,8,-52.0,0
28,F,African-American,Male,0,-1.0,0
23,M,Hispanic,Male,0,0.0,0
46,F,Caucasian,Female,2,-1.0,0
23,F,African-American,Male,0,-1.0,1
50,F,African-American,Male,18,-1.0,1
45,M,African-American,Male,0,-1.0,0
22,F,African-American,Male,1,-1.0,0
26,F,Caucasian,Male,1,0.0,1
62,F,Caucasian,Male,0,-1.0,0
34,M,Caucasian,Male,0,0.0,1
24,F,Hispanic,Male,1,-6.0,0
21,M,Caucasian,Male,0,-1.0,0
25,F,Caucasian,Male,0,-1.0,1
68,M,Caucasian,Male,0,-1.0,0
41,M,Caucasian,Male,2,-47.0,0
21,F,Caucasian,Male,1,-1.0,0
37,F,Hispanic,Female,1,-1.0,0
22,F,African-American,Male,0,0.0,0
38,F,Caucasian,Male,11,-268.0,1
42,F,Caucasian,Male,1,-1.0,0
22,F,Caucasian,Male,1,-1.0,1
45,F,African-American,Male,0,-1.0,1
36,F,African-American,Female,4,-1.0,1
48,F,African-American,Male,2,0.0,0
45,F,Caucasian,Female,1,-106.0,0
23,F,African-American,Male,6,-1.0,1
24,F,African-American,Male,0,0.0,0
29,F,African-American,Male,0,-1.0,0
24,F,African-American,Male,0,-3.0,0
50,F,African-American,Male,11,0.0,0
34,F,African-American,Male,10,0.0,1
23,F,African-American,Male,0,0.0,0
22,M,Caucasian,Female,0,-1.0,0
36,F,Other,Male,0,-1.0,0
30,F,Caucasian,Male,22,-1.0,1
21,F,African-American,Male,0,-1.0,1
53,F,Caucasian,Female,0,0.0,0
24,F,Caucasian,Male,1,-37.0,0
25,M,African-American,Male,7,-1.0,1
25,M,African-American,Female,1,0.0,0
71,F,African-American,Male,8,-1.0,0
39,M,African-American,Male,10,-1.0,0
37,F,African-American,Female,0,0.0,0
20,F,African-American,Male,0,0.0,1
29,F,African-American,Female,3,-1.0,0
22,F,African-American,Male,2,-1.0,1
26,F,African-American,Male,4,-1.0,1
47,F,African-American,Female,19,-1.0,1
21,F,Other,Male,1,-1.0,1
23,M,Other,Female,0,-1.0,0
20,F,Caucasian,Female,1,-1.0,1
23,F,African-American,Female,0,-1.0,0
27,M,Native American,Male,3,0.0,0
55,F,Caucasian,Male,18,-47.0,1
53,F,African-American,Female,0,0.0,0
23,F,African-American,Female,0,-1.0,0
26,F,African-American,Male,5,-1.0,1
25,F,African-American,Male,6,-1.0,0
23,M,Other,Male,2,-1.0,0
27,F,African-American,Male,4,0.0,1
26,M,African-American,Male,2,-106.0,0
29,M,African-American,Male,1,-1.0,0
27,F,Other,Male,1,-1.0,1
28,F,Hispanic,Male,0,-1.0,0
31,M,African-American,Male,0,-1.0,0
41,F,African-American,Male,8,-29.0,1
25,M,Caucasian,Male,0,-2.0,0
47,M,Caucasian,Male,0,-1.0,0
37,F,African-American,Male,4,-1.0,0
35,F,African-American,Female,4,-1.0,0
24,M,Caucasian,Male,1,0.0,1
21,F,Caucasian,Male,2,-1.0,1
22,F,Caucasian,Male,0,0.0,1
57,F,African-American,Male,11,-1.0,0
48,F,Caucasian,Male,0,-1.0,0
36,F,Other,Male,0,-1.0,0
37,F,African-American,Female,3,-1.0,0
31,M,Caucasian,Male,0,0.0,0
22,F,African-American,Male,1,-1.0,1
31,M,Caucasian,Male,2,0.0,0
24,F,African-American,Male,0,-1.0,1
32,F,African-American,Male,22,0.0,1
23,M,Other,Female,0,-1.0,0
63,M,African-American,Male,0,-1.0,0
30,F,Other,Male,0,-1.0,0
26,F,Caucasian,Male,2,-38.0,1
20,F,Caucasian,Male,0,-1.0,0
24,M,African-American,Female,1,0.0,1
36,M,African-American,Female,1,-1.0,0
83,M,Hispanic,Male,0,0.0,0
28,F,Caucasian,Male,2,0.0,0
36,F,African-American,Male,3,-1.0,1
33,M,African-American,Female,0,-1.0,0
39,F,African-American,Male,0,0.0,0
29,M,Other,Male,3,0.0,0
30,F,African-American,Male,17,-4.0,1
19,M,Caucasian,Female,1,140.0,1
24,F,African-American,Male,1,-1.0,1
36,F,Hispanic,Male,11,-79.0,0
35,F,African-American,Male,7,-1.0,0
24,F,African-American,Male,0,-1.0,0
26,M,Caucasian,Male,0,773.0,0
26,F,Caucasian,Male,8,-1.0,0
28,F,African-American,Male,14,-1.0,1
32,M,African-American,Male,0,-1.0,0
32,M,Caucasian,Female,1,-1.0,1
33,M,African-American,Male,5,0.0,1
29,F,African-American,Male,16,-1.0,0
34,M,Caucasian,Male,1,-1.0,1
37,M,Other,Female,0,-1.0,1
43,M,Caucasian,Male,0,0.0,0
47,F,Caucasian,Male,2,-3.0,0
25,M,African-American,Male,3,0.0,1
23,F,African-American,Female,1,-1.0,0
39,M,Caucasian,Male,2,-1.0,0
35,F,African-American,Male,13,-1.0,1
33,F,Other,Male,0,-1.0,0
21,F,Other,Male,0,-1.0,1
43,F,African-American,Male,20,0.0,0
25,F,African-American,Male,3,-1.0,1
48,F,African-American,Male,25,-1.0,1
22,M,African-American,Male,1,28.0,1
52,M,African-American,Male,9,-1.0,1
26,F,Caucasian,Male,5,-1.0,1
67,M,African-American,Male,4,-1.0,1
34,M,African-American,Male,4,-1.0,0
56,M,Caucasian,Male,4,-1.0,0
28,F,African-American,Male,1,-1.0,1
29,M,African-American,Male,2,-1.0,0
37,F,African-American,Male,6,-1.0,1
43,F,Other,Male,3,-1.0,0
51,F,Caucasian,Male,0,-1.0,0
20,M,African-American,Male,1,-2.0,1
26,M,Caucasian,Male,4,0.0,1
39,M,Caucasian,Female,1,-1.0,1
21,F,African-American,Male,1,-1.0,0
21,F,African-American,Male,1,-1.0,1
24,F,Caucasian,Male,3,-1.0,1
26,M,African-American,Male,4,-1.0,1
48,F,Caucasian,Male,1,0.0,0
24,F,African-American,Male,5,-1.0,1
26,F,Caucasian,Male,0,0.0,0
46,F,Caucasian,Male,0,-1.0,0
24,M,African-American,Male,7,-1.0,0
21,M,Caucasian,Female,0,-1.0,0
24,F,African-American,Male,1,-1.0,1
36,M,African-American,Male,9,0.0,0
30,F,African-American,Male,5,-1.0,1
22,F,Caucasian,Female,1,-23.0,0
25,F,African-American,Male,0,-1.0,1
31,M,African-American,Male,25,-1.0,1
24,F,African-American,Male,0,-1.0,0
39,F,African-American,Male,13,-1.0,1
46,F,Other,Male,0,-1.0,0
30,F,African-American,Female,4,-5.0,0
40,F,Caucasian,Male,0,0.0,0
52,F,African-American,Female,0,-1.0,0
23,F,African-American,Male,3,-1.0,0
26,M,African-American,Female,1,-1.0,0
22,F,Caucasian,Male,1,-1.0,1
42,F,Caucasian,Male,3,0.0,0
23,F,African-American,Male,6,-1.0,1
33,F,Other,Male,4,-1.0,1
28,F,African-American,Male,1,-1.0,0
50,F,Caucasian,Male,1,-1.0,0
38,M,Native American,Male,25,-172.0,1
32,F,African-American,Male,1,-1.0,0
24,F,Hispanic,Male,3,-1.0,1
51,F,African-American,Male,3,-1.0,0
19,M,Caucasian,Male,1,-1.0,1
32,F,African-American,Male,4,0.0,0
31,F,Caucasian,Female,1,-22.0,1
29,F,African-American,Female,1,7.0,0
43,M,Hispanic,Male,0,-1.0,0
26,F,African-American,Male,9,-1.0,1
27,F,Caucasian,Male,0,-1.0,1
52,F,Caucasian,Male,1,-1.0,1
27,M,Hispanic,Male,1,-1.0,0
57,M,Hispanic,Female,1,-1.0,0
28,M,African-American,Male,3,-1.0,1
32,F,African-American,Male,3,-1.0,1
27,M,African-American,Male,5,0.0,1
45,M,Hispanic,Male,0,-1.0,1
42,M,Caucasian,Female,0,0.0,0
33,F,African-American,Male,0,-1.0,1
26,M,Caucasian,Male,4,-52.0,0
28,M,Caucasian,Female,3,-1.0,0
53,M,Caucasian,Female,0,-1.0,0
24,F,Caucasian,Male,0,-1.0,0
28,F,Hispanic,Male,1,-9.0,0
28,F,Hispanic,Male,1,-1.0,0
39,M,African-American,Male,6,-1.0,1
22,F,African-American,Male,1,0.0,1
46,F,African-American,Male,2,0.0,1
25,M,African-American,Male,0,0.0,0
52,F,Caucasian,Male,1,-5.0,0
28,M,African-American,Male,4,-1.0,1
57,F,Caucasian,Female,1,-4.0,1
49,F,African-American,Male,3,-1.0,1
21,F,African-American,Male,2,-1.0,1
32,F,African-American,Male,19,-1.0,1
63,M,African-American,Male,3,-1.0,0
29,F,Caucasian,Male,2,0.0,0
46,M,African-American,Male,0,0.0,0
23,F,African-American,Male,5,-45.0,1
28,M,African-American,Male,10,-1.0,1
27,F,African-American,Male,1,-3.0,0
69,M,Hispanic,Female,0,0.0,0
47,M,Hispanic,Male,0,-1.0,0
45,F,Hispanic,Male,1,-1.0,0
33,M,Caucasian,Female,1,0.0,0
27,M,Hispanic,Female,0,0.0,1
47,F,Caucasian,Male,4,-58.0,1
32,F,African-American,Male,14,-1.0,1
24,F,African-American,Male,2,-1.0,0
26,F,African-American,Male,5,-1.0,1
47,M,Hispanic,Male,0,-4.0,0
25,F,Caucasian,Male,1,-1.0,0
21,F,African-American,Male,1,-1.0,0
25,M,African-American,Male,2,-1.0,1
22,F,African-American,Male,6,-1.0,1
26,F,Caucasian,Female,0,-1.0,0
20,F,Caucasian,Male,0,-1.0,0
30,M,African-American,Male,1,-1.0,1
45,F,African-American,Male,0,-3.0,1
33,F,African-American,Male,7,0.0,1
35,F,Caucasian,Male,2,-1.0,0
41,F,Caucasian,Male,5,-1.0,0
23,M,Caucasian,Male,0,0.0,0
21,M,Caucasian,Female,0,-1.0,1
54,F,African-American,Male,0,-1.0,0
27,F,African-American,Male,10,-1.0,1
22,M,Caucasian,Male,0,-4.0,0
21,M,Hispanic,Female,0,-1.0,1
23,F,African-American,Male,2,-1.0,1
30,M,Hispanic,Male,1,-9.0,0
36,M,African-American,Male,5,-20.0,1
24,F,Hispanic,Female,2,48.0,1
29,F,African-American,Male,10,-1.0,1
54,M,African-American,Male,4,-1.0,1
22,M,Caucasian,Male,2,-1.0,1
38,F,Caucasian,Male,2,-64.0,0
26,M,African-American,Male,0,-1.0,1
20,F,African-American,Female,0,-1.0,0
52,M,African-American,Male,6,0.0,1
29,F,African-American,Male,0,-1.0,0
23,M,African-American,Female,6,-18.0,0
35,M,African-American,Male,1,-1.0,0
32,F,Caucasian,Male,8,-4.0,1
21,M,African-American,Male,1,-18.0,1
25,F,Hispanic,Male,0,-1.0,0
30,M,African-American,Male,4,-1.0,1
30,F,African-American,Female,3,-1.0,0
23,F,African-American,Male,2,-1.0,1
32,F,Caucasian,Male,8,-2.0,0
52,F,Caucasian,Male,1,-111.0,0
29,F,African-American,Male,6,-1.0,1
42,M,Caucasian,Male,0,0.0,0
21,F,African-American,Male,0,0.0,1
36,F,Caucasian,Female,4,110.0,1
22,M,African-American,Female,0,-2.0,0
45,F,Hispanic,Male,2,-1.0,0
29,M,African-American,Male,0,-1.0,0
30,F,African-American,Male,6,-1.0,1
51,M,African-American,Male,17,0.0,0
45,F,Hispanic,Male,20,0.0,1
27,F,African-American,Male,3,88.0,1
24,F,Hispanic,Male,1,190.0,1
24,F,Caucasian,Male,2,-27.0,0
23,M,African-American,Male,2,-1.0,0
42,M,Other,Female,2,496.0,0
36,F,African-American,Male,5,-1.0,0
69,M,Hispanic,Male,0,-1.0,0
21,F,Hispanic,Male,1,-4.0,1
59,M,Hispanic,Male,1,-1.0,0
39,F,African-American,Male,1,-9.0,0
29,F,African-American,Male,2,-1.0,0
22,M,Hispanic,Male,1,0.0,1
44,F,Caucasian,Male,6,0.0,0
25,F,African-American,Male,2,-1.0,0
31,F,African-American,Male,0,0.0,0
35,M,African-American,Male,17,-1.0,1
27,M,African-American,Male,11,-1.0,1
33,F,African-American,Male,1,0.0,0
28,F,African-American,Male,6,-1.0,1
20,F,African-American,Male,1,-51.0,1
60,F,Caucasian,Male,1,-1.0,0
53,M,Hispanic,Male,0,0.0,0
51,F,Hispanic,Male,0,0.0,1
25,F,Hispanic,Male,1,-106.0,0
27,F,African-American,Male,5,76.0,1
54,F,African-American,Female,0,-1.0,0
26,M,African-American,Female,3,-305.0,0
24,M,Caucasian,Male,3,-1.0,0
55,F,Hispanic,Male,1,0.0,1
26,F,Hispanic,Male,0,-1.0,0
75,F,African-American,Female,5,-1.0,0
36,F,African-American,Male,16,0.0,1
56,F,African-American,Male,8,-106.0,0
34,F,Other,Male,0,-1.0,1
25,M,African-American,Female,5,-1.0,1
46,F,Caucasian,Male,0,-1.0,0
27,F,African-American,Male,1,0.0,0
28,M,African-American,Male,3,0.0,1
42,M,African-American,Male,13,-1.0,1
59,M,African-American,Male,2,0.0,0
39,F,Caucasian,Male,1,-15.0,0
46,M,Caucasian,Male,5,-1.0,0
25,F,Other,Male,1,-1.0,0
55,F,Caucasian,Male,2,-1.0,0
35,M,African-American,Male,1,-4.0,1
43,M,African-American,Male,0,-1.0,1
53,M,Caucasian,Female,0,0.0,0
21,M,African-American,Female,0,-1.0,0
55,F,African-American,Male,17,-1.0,1
27,F,African-American,Male,1,-1.0,1
40,F,African-American,Male,0,-1.0,0
37,M,Caucasian,Female,0,-1.0,0
32,M,Caucasian,Male,2,-1.0,1
32,M,African-American,Male,2,-1.0,0
36,M,African-American,Male,4,-1.0,1
22,M,Hispanic,Male,0,-1.0,0
31,F,African-American,Female,0,-1.0,0
26,F,African-American,Female,4,0.0,1
50,M,Caucasian,Female,30,-1.0,1
47,F,African-American,Male,4,0.0,0
36,F,African-American,Male,2,-2.0,0
38,F,Caucasian,Female,0,-1.0,0
35,F,Other,Male,0,-1.0,0
53,F,Caucasian,Male,0,-1.0,0
53,F,African-American,Male,2,-1.0,0
57,F,African-American,Male,19,-1.0,0
22,F,African-American,Male,5,-1.0,1
21,F,African-American,Male,0,-5.0,1
26,F,African-American,Male,0,-1.0,1
24,F,African-American,Female,1,279.0,0
27,F,African-American,Male,2,-1.0,0
49,F,Caucasian,Female,4,0.0,0
47,F,Caucasian,Male,1,-1.0,1
30,F,African-American,Male,8,-1.0,1
44,F,Caucasian,Male,3,0.0,0
34,F,African-American,Male,1,-17.0,0
45,F,African-American,Male,10,-1.0,1
38,F,Hispanic,Male,0,-1.0,0
50,M,Caucasian,Male,2,0.0,0
29,M,Caucasian,Male,1,0.0,0
26,F,Caucasian,Male,0,0.0,0
22,F,African-American,Female,1,-1.0,1
47,M,Hispanic,Male,0,0.0,0
49,F,Caucasian,Male,0,0.0,0
49,F,African-American,Male,1,0.0,1
59,F,Caucasian,Male,2,0.0,0
32,M,Caucasian,Male,6,-29.0,0
24,M,African-American,Male,1,0.0,1
40,M,Hispanic,Male,0,-2.0,0
32,F,African-American,Male,0,0.0,0
54,M,Hispanic,Female,0,0.0,0
27,F,African-American,Male,9,-1.0,1
25,M,Caucasian,Male,2,0.0,0
62,F,Caucasian,Female,2,-42.0,1
20,M,Caucasian,Male,0,-1.0,1
37,M,African-American,Male,18,-1.0,0
30,F,Caucasian,Female,5,0.0,1
23,F,African-American,Male,1,0.0,1
20,F,African-American,Female,0,0.0,0
29,M,Caucasian,Male,7,-67.0,1
24,F,African-American,Male,1,-59.0,0
54,M,Caucasian,Female,1,-48.0,0
66,F,African-American,Male,3,-36.0,0
50,F,Caucasian,Male,8,-14.0,0
50,F,African-American,Male,7,-1.0,0
40,F,Caucasian,Male,3,-1.0,0
30,M,African-American,Female,4,213.0,1
24,F,Caucasian,Female,2,-1.0,0
24,F,Hispanic,Male,0,0.0,1
23,F,African-American,Female,3,-1.0,1
54,M,Caucasian,Male,3,-1.0,1
25,M,Caucasian,Male,4,-10.0,0
46,M,Caucasian,Male,1,-2.0,0
35,F,Hispanic,Female,10,-40.0,0
25,F,Other,Male,1,-1.0,0
22,M,Caucasian,Female,0,-1.0,0
32,F,Caucasian,Female,1,-1.0,0
25,M,African-American,Male,0,-1.0,1
22,F,African-American,Male,3,50.0,1
33,F,African-American,Male,16,-2.0,1
49,M,Caucasian,Female,0,127.0,1
30,F,African-American,Male,10,92.0,0
33,M,African-American,Male,4,-1.0,1
24,F,African-American,Male,0,0.0,0
33,M,African-American,Male,12,-1.0,1
37,M,Caucasian,Male,0,-1.0,0
40,M,Caucasian,Female,0,0.0,0
27,F,Caucasian,Male,1,506.0,0
43,F,African-American,Male,9,-1.0,1
26,F,Caucasian,Male,11,-56.0,0
35,F,African-American,Male,5,-1.0,1
25,F,African-American,Male,11,-1.0,1
61,F,African-American,Male,1,0.0,1
53,F,Caucasian,Male,1,-246.0,1
52,F,African-American,Female,1,-28.0,0
26,M,Caucasian,Male,7,81.0,1
39,M,African-American,Male,1,0.0,1
47,F,African-American,Male,5,-1.0,0
52,M,Caucasian,Female,6,0.0,0
37,M,Caucasian,Male,0,0.0,0
24,F,African-American,Female,0,-1.0,0
34,F,African-American,Female,14,-1.0,0
24,F,African-American,Male,5,86.0,1
20,M,Other,Male,0,-1.0,1
25,M,Caucasian,Male,1,0.0,1
31,M,Caucasian,Male,3,-37.0,0
62,M,Caucasian,Female,0,0.0,0
23,F,Caucasian,Male,0,-1.0,1
60,F,Caucasian,Female,0,0.0,0
35,M,Caucasian,Male,0,-1.0,0
24,F,African-American,Female,0,-1.0,0
56,F,Caucasian,Female,1,-60.0,1
30,M,Caucasian,Male,0,0.0,0
41,M,Caucasian,Male,17,171.0,1
35,F,Caucasian,Male,4,-1.0,1
28,M,Caucasian,Female,0,-1.0,0
23,M,African-American,Male,1,689.0,0
56,F,African-American,Male,0,-1.0,0
23,F,African-American,Male,2,-1.0,1
20,F,Hispanic,Male,0,-1.0,1
23,M,Caucasian,Male,1,-1.0,0
21,F,African-American,Male,0,0.0,1
21,F,African-American,Female,3,539.0,0
35,F,African-American,Female,2,-1.0,0
33,M,Caucasian,Male,3,0.0,0
21,F,Hispanic,Male,0,-1.0,0
41,M,African-American,Male,9,-1.0,0
24,F,African-American,Male,0,-1.0,0
20,F,Hispanic,Male,2,9.0,1
28,F,African-American,Male,9,-1.0,1
25,F,Native American,Male,7,0.0,0
49,F,African-American,Male,3,0.0,0
22,F,Hispanic,Female,0,0.0,0
21,F,African-American,Male,0,-1.0,1
27,F,African-American,Female,3,-1.0,1
32,F,African-American,Male,4,302.0,1
50,M,African-American,Male,4,-3.0,0
23,M,African-American,Female,0,0.0,0
34,M,Caucasian,Male,0,-1.0,0
25,F,African-American,Male,4,-1.0,1
33,F,Caucasian,Female,2,-1.0,1
25,M,Other,Male,1,-1.0,1
30,M,Hispanic,Male,0,-1.0,0
42,M,Native American,Male,0,-1.0,0
29,F,Caucasian,Female,11,-3.0,1
32,F,African-American,Female,6,-1.0,1
24,F,Other,Male,5,-1.0,0
52,F,African-American,Male,3,-1.0,0
26,M,Caucasian,Female,3,-1.0,0
31,F,Caucasian,Male,2,-1.0,1
38,F,Hispanic,Male,0,0.0,0
25,F,African-American,Male,5,77.0,0
30,F,Caucasian,Female,0,0.0,0
20,M,African-American,Male,0,-1.0,1
29,F,African-American,Female,2,64.0,0
24,F,Asian,Male,0,-1.0,0
31,F,Caucasian,Male,0,-1.0,0
54,F,Caucasian,Female,12,-175.0,0
37,M,Caucasian,Female,1,-25.0,0
43,M,Hispanic,Male,0,-4.0,1
49,F,Caucasian,Male,8,0.0,1
33,F,African-American,Female,1,-2.0,0
20,F,African-American,Male,1,-83.0,0
42,M,African-American,Male,0,0.0,0
44,F,Caucasian,Male,0,-1.0,1
28,F,African-American,Male,5,-1.0,1
32,F,African-American,Male,4,-1.0,1
28,F,African-American,Male,7,-1.0,1
38,F,Caucasian,Male,0,0.0,0
38,F,African-American,Male,3,-1.0,0
21,F,Caucasian,Male,1,-301.0,0
34,M,African-American,Female,0,-1.0,0
21,F,Caucasian,Male,1,-1.0,1
36,F,African-American,Male,1,-1.0,1
29,M,African-American,Male,0,-1.0,1
34,F,African-American,Male,3,-1.0,1
38,M,African-American,Male,1,-1.0,0
36,F,Caucasian,Male,0,-1.0,0
32,M,Hispanic,Male,0,-6.0,0
23,M,African-American,Male,0,-1.0,0
47,M,Caucasian,Male,0,-1.0,0
20,F,African-American,Male,0,0.0,0
25,F,African-American,Female,2,-1.0,1
35,M,African-American,Male,0,-1.0,0
30,F,Caucasian,Female,1,-82.0,0
28,M,Caucasian,Female,1,-1.0,0
30,M,Caucasian,Male,2,-37.0,1
45,M,Caucasian,Female,3,336.0,0
24,M,African-American,Male,2,-1.0,1
22,F,African-American,Male,0,-1.0,0
20,F,Other,Male,8,-1.0,1
42,M,African-American,Female,0,31.0,1
24,F,African-American,Male,8,-54.0,1
40,M,Hispanic,Male,0,0.0,0
27,F,Other,Male,1,-1.0,0
60,F,African-American,Male,12,-1.0,0
33,M,African-American,Male,6,-1.0,0
34,M,African-American,Male,2,-1.0,1
24,M,Caucasian,Male,4,-1.0,0
27,M,African-American,Male,0,-1.0,1
29,F,African-American,Male,4,0.0,1
21,F,Caucasian,Male,1,0.0,1
32,M,Hispanic,Male,0,-1.0,0
30,F,Caucasian,Male,10,123.0,1
42,F,Caucasian,Female,0,-1.0,1
32,F,African-American,Male,1,0.0,0
27,F,Other,Male,0,-2.0,0
30,M,Caucasian,Male,3,-1.0,0
22,F,African-American,Male,1,-1.0,1
20,M,Caucasian,Male,0,-2.0,1
57,M,Caucasian,Male,0,0.0,0
51,F,Caucasian,Male,3,-1.0,1
21,F,African-American,Male,0,-1.0,0
22,F,African-American,Male,0,-1.0,0
35,F,African-American,Male,4,-1.0,1
54,F,Caucasian,Female,1,-95.0,0
58,F,Caucasian,Male,2,-9.0,0
32,F,Caucasian,Female,0,-1.0,1
39,F,African-American,Female,22,-49.0,1
30,M,Caucasian,Male,9,-1.0,1
20,F,African-American,Male,0,-1.0,1
40,M,Other,Male,0,-1.0,0
45,M,Caucasian,Female,5,-1.0,0
31,F,African-American,Male,4,-1.0,1
23,F,Hispanic,Male,4,-27.0,0
26,M,Hispanic,Male,0,-1.0,1
53,M,Caucasian,Female,1,-1.0,0
44,M,Caucasian,Male,0,-1.0,0
44,M,Caucasian,Female,1,-6.0,0
21,F,Caucasian,Male,0,-1.0,1
28,M,African-American,Male,0,0.0,0
28,M,Caucasian,Male,2,-1.0,0
24,F,African-American,Male,0,-1.0,1
28,F,African-American,Male,0,0.0,0
53,F,Caucasian,Male,4,0.0,0
47,F,Hispanic,Male,1,-1.0,0
20,F,African-American,Male,1,-24.0,0
21,M,African-American,Male,0,-6.0,0
30,F,Other,Male,1,-1.0,1
37,M,Caucasian,Male,1,-1.0,1
60,F,Hispanic,Male,1,-18.0,0
26,M,Hispanic,Male,1,-1.0,1
30,M,Caucasian,Male,0,-1.0,0
26,F,Caucasian,Male,2,-1.0,1
26,F,African-American,Female,5,-1.0,1
21,F,Hispanic,Male,0,-1.0,0
39,F,African-American,Female,1,-1.0,0
30,F,Other,Male,0,-1.0,0
44,F,African-American,Male,2,-1.0,0
45,M,Caucasian,Male,0,-1.0,0
30,F,African-American,Male,1,-1.0,0
38,F,Asian,Male,2,0.0,0
23,F,Caucasian,Male,6,-1.0,1
37,F,African-American,Male,1,-139.0,0
46,M,Asian,Male,0,-1.0,0
42,F,African-American,Male,0,-1.0,0
20,F,African-American,Female,0,32.0,1
65,M,Caucasian,Male,2,-84.0,0
54,M,Caucasian,Male,4,-1.0,0
47,F,African-American,Male,7,-1.0,1
39,F,African-American,Male,5,-49.0,1
26,F,Caucasian,Male,0,-3.0,1
29,M,Caucasian,Male,7,-1.0,1
51,F,Caucasian,Male,7,-1.0,1
44,M,African-American,Male,0,0.0,0
49,M,Caucasian,Male,12,-24.0,0
22,F,African-American,Male,0,-1.0,1
32,M,African-American,Male,4,-1.0,1
27,M,African-American,Male,0,-1.0,0
30,M,Caucasian,Male,0,-1.0,0
20,F,African-American,Male,2,-56.0,1
28,M,Hispanic,Male,11,0.0,0
45,M,Other,Male,0,-1.0,0
51,F,Caucasian,Female,5,0.0,0
27,F,African-American,Male,4,-1.0,1
32,F,African-American,Male,0,-1.0,1
43,F,African-American,Male,2,-1.0,0
37,F,Caucasian,Male,2,-1.0,0
26,F,African-American,Male,0,-1.0,1
32,F,African-American,Male,17,84.0,1
26,M,African-American,Male,0,-1.0,0
32,F,Other,Male,4,0.0,0
39,F,Hispanic,Male,3,-21.0,0
58,F,African-American,Female,4,-1.0,0
33,M,Other,Male,0,-1.0,0
22,M,Caucasian,Female,1,-22.0,0
26,M,African-American,Male,6,-105.0,1
21,F,African-American,Male,2,-1.0,1
31,F,Caucasian,Male,0,0.0,1
43,F,Caucasian,Male,2,-10.0,0
23,M,African-American,Male,0,-1.0,0
25,F,Caucasian,Male,0,-1.0,0
22,F,African-American,Male,6,-1.0,0
30,F,African-American,Male,6,-1.0,0
25,F,African-American,Male,15,-1.0,1
20,F,African-American,Male,0,-1.0,1
39,F,Hispanic,Male,0,-1.0,0
31,F,African-American,Male,3,716.0,1
33,F,African-American,Male,1,-1.0,1
59,F,African-American,Male,1,-1.0,0
21,F,Hispanic,Male,1,-8.0,0
53,F,African-American,Male,8,-1.0,1
34,M,Caucasian,Male,2,-1.0,0
36,F,Caucasian,Male,6,-25.0,0
23,F,African-American,Male,0,-1.0,0
32,M,African-American,Male,2,0.0,0
32,M,African-American,Male,11,-1.0,1
66,M,Caucasian,Female,1,-46.0,0
66,M,Other,Male,0,-1.0,0
24,M,Caucasian,Female,0,-1.0,0
30,F,African-American,Male,7,-1.0,1
28,M,African-American,Male,1,-1.0,0
43,F,Caucasian,Male,4,0.0,1
35,M,African-American,Male,3,-1.0,0
19,F,African-American,Male,2,-21.0,1
22,M,African-American,Male,1,-1.0,1
29,F,African-American,Male,0,0.0,0
23,M,African-American,Female,0,-1.0,0
62,F,African-American,Male,15,-36.0,0
33,M,Caucasian,Female,0,-2.0,0
35,M,African-American,Male,1,0.0,0
53,F,Caucasian,Male,0,0.0,0
59,F,Caucasian,Male,17,-25.0,1
48,M,Caucasian,Female,0,-1.0,0
33,F,African-American,Female,1,-10.0,0
44,M,Caucasian,Male,0,0.0,0
31,F,Caucasian,Male,10,-18.0,1
28,F,African-American,Male,2,-1.0,1
56,F,Other,Male,9,-147.0,0
51,F,Hispanic,Male,1,-18.0,0
23,F,African-American,Male,0,0.0,1
21,F,Hispanic,Male,0,0.0,0
26,F,Caucasian,Male,0,0.0,0
22,F,African-American,Male,3,0.0,0
29,M,African-American,Male,0,-1.0,0
20,F,African-American,Male,2,-1.0,1
44,M,Caucasian,Male,0,-1.0,0
41,F,African-American,Male,2,-1.0,0
28,F,African-American,Female,4,0.0,0
27,M,Caucasian,Male,1,-1.0,1
31,M,Caucasian,Male,7,-1.0,0
23,F,Caucasian,Male,5,-105.0,1
33,M,African-American,Male,16,-243.0,1
26,F,African-American,Male,3,-21.0,1
20,F,African-American,Male,0,-1.0,0
55,M,Caucasian,Male,2,-1.0,1
36,F,African-American,Male,0,0.0,0
48,F,Other,Male,4,-1.0,1
22,F,Other,Male,5,-1.0,1
23,M,African-American,Male,1,-1.0,0
34,F,African-American,Male,19,-1.0,1
59,F,Caucasian,Female,1,-21.0,0
37,F,Caucasian,Male,0,-4.0,1
28,F,Caucasian,Female,0,-1.0,1
20,F,African-American,Male,1,-47.0,1
31,F,African-American,Male,0,-1.0,0
38,F,African-American,Female,14,-1.0,1
33,F,African-American,Male,0,-4.0,1
27,F,African-American,Male,3,-1.0,1
25,M,Caucasian,Male,2,0.0,1
42,F,African-American,Female,2,-1.0,0
22,F,African-American,Male,3,-1.0,1
21,F,Other,Male,0,-1.0,0
57,F,Caucasian,Male,15,-32.0,0
45,F,Caucasian,Male,1,0.0,1
21,M,African-American,Female,1,-11.0,1
52,M,Caucasian,Male,2,-1.0,0
29,M,Caucasian,Male,0,-1.0,0
